Date;Source;Destination;Protocol_Flags
15:34:06.681697;190-0-175-100.gba.solunet.com.ar.2491;184.107.43.74;S
15:34:06.681722;190-0-175-100.gba.solunet.com.ar.2492;184.107.43.74;S
15:34:06.681739;190-0-175-100.gba.solunet.com.ar.2493;184.107.43.74;S
15:34:06.681756;190-0-175-100.gba.solunet.com.ar.2494;184.107.43.74;S
15:34:06.681773;190-0-175-100.gba.solunet.com.ar.2495;184.107.43.74;S
15:34:06.681789;190-0-175-100.gba.solunet.com.ar.2496;184.107.43.74;S
15:34:06.681806;190-0-175-100.gba.solunet.com.ar.2497;184.107.43.74;S
15:34:06.681823;190-0-175-100.gba.solunet.com.ar.2498;184.107.43.74;S
15:34:06.681839;190-0-175-100.gba.solunet.com.ar.2499;184.107.43.74;S
15:34:06.681856;190-0-175-100.gba.solunet.com.ar.2500;184.107.43.74;S
15:34:06.681872;190-0-175-100.gba.solunet.com.ar.2501;184.107.43.74;S
15:34:06.681889;190-0-175-100.gba.solunet.com.ar.2502;184.107.43.74;S
15:34:06.681906;190-0-175-100.gba.solunet.com.ar.2503;184.107.43.74;S
15:34:06.681924;190-0-175-100.gba.solunet.com.ar.2504;184.107.43.74;S
15:34:06.681941;190-0-175-100.gba.solunet.com.ar.2505;184.107.43.74;S
15:34:06.681958;190-0-175-100.gba.solunet.com.ar.2506;184.107.43.74;S
15:34:06.681975;190-0-175-100.gba.solunet.com.ar.2507;184.107.43.74;S
15:34:06.681992;190-0-175-100.gba.solunet.com.ar.2508;184.107.43.74;S
15:34:06.682008;190-0-175-100.gba.solunet.com.ar.2509;184.107.43.74;S
15:34:06.682025;190-0-175-100.gba.solunet.com.ar.2510;184.107.43.74;S
15:34:06.682041;190-0-175-100.gba.solunet.com.ar.2511;184.107.43.74;S
15:34:06.682058;190-0-175-100.gba.solunet.com.ar.2512;184.107.43.74;S
15:34:06.682075;190-0-175-100.gba.solunet.com.ar.2513;184.107.43.74;S
15:34:06.682092;190-0-175-100.gba.solunet.com.ar.2514;184.107.43.74;S
15:34:06.682108;190-0-175-100.gba.solunet.com.ar.2515;184.107.43.74;S
15:34:06.682125;190-0-175-100.gba.solunet.com.ar.2516;184.107.43.74;S
15:34:06.682152;190-0-175-100.gba.solunet.com.ar.2517;184.107.43.74;S
15:34:06.682172;190-0-175-100.gba.solunet.com.ar.2518;184.107.43.74;S
15:34:06.682191;190-0-175-100.gba.solunet.com.ar.2519;184.107.43.74;S
15:34:06.682210;190-0-175-100.gba.solunet.com.ar.2520;184.107.43.74;S
15:34:06.682227;190-0-175-100.gba.solunet.com.ar.2521;184.107.43.74;S
15:34:06.682243;190-0-175-100.gba.solunet.com.ar.2522;184.107.43.74;S
15:34:06.682259;190-0-175-100.gba.solunet.com.ar.2523;184.107.43.74;S
15:34:06.682276;190-0-175-100.gba.solunet.com.ar.2524;184.107.43.74;S
15:34:06.682292;190-0-175-100.gba.solunet.com.ar.2525;184.107.43.74;S
15:34:06.682308;190-0-175-100.gba.solunet.com.ar.2526;184.107.43.74;S
15:34:06.682325;190-0-175-100.gba.solunet.com.ar.2527;184.107.43.74;S
15:34:06.682341;190-0-175-100.gba.solunet.com.ar.2528;184.107.43.74;S
15:34:06.682357;190-0-175-100.gba.solunet.com.ar.2529;184.107.43.74;S
15:34:06.682374;190-0-175-100.gba.solunet.com.ar.2530;184.107.43.74;S
15:34:06.682390;190-0-175-100.gba.solunet.com.ar.2531;184.107.43.74;S
15:34:06.682407;190-0-175-100.gba.solunet.com.ar.2532;184.107.43.74;S
15:34:06.682423;190-0-175-100.gba.solunet.com.ar.2533;184.107.43.74;S
15:34:06.682439;190-0-175-100.gba.solunet.com.ar.2534;184.107.43.74;S
15:34:06.682455;190-0-175-100.gba.solunet.com.ar.2535;184.107.43.74;S
15:34:06.682472;190-0-175-100.gba.solunet.com.ar.2536;184.107.43.74;S
15:34:06.682488;190-0-175-100.gba.solunet.com.ar.2537;184.107.43.74;S
15:34:06.682504;190-0-175-100.gba.solunet.com.ar.2538;184.107.43.74;S
15:34:06.682521;190-0-175-100.gba.solunet.com.ar.2539;184.107.43.74;S
15:34:06.682537;190-0-175-100.gba.solunet.com.ar.2540;184.107.43.74;S
15:34:06.682553;190-0-175-100.gba.solunet.com.ar.2541;184.107.43.74;S
15:34:06.682570;190-0-175-100.gba.solunet.com.ar.2542;184.107.43.74;S
15:34:06.682586;190-0-175-100.gba.solunet.com.ar.2543;184.107.43.74;S
15:34:06.682602;190-0-175-100.gba.solunet.com.ar.2544;184.107.43.74;S
15:34:06.682619;190-0-175-100.gba.solunet.com.ar.2545;184.107.43.74;S
15:34:06.682635;190-0-175-100.gba.solunet.com.ar.2546;184.107.43.74;S
15:34:06.682652;190-0-175-100.gba.solunet.com.ar.2547;184.107.43.74;S
15:34:06.682668;190-0-175-100.gba.solunet.com.ar.2548;184.107.43.74;S
15:34:06.682684;190-0-175-100.gba.solunet.com.ar.2549;184.107.43.74;S
15:34:06.682700;190-0-175-100.gba.solunet.com.ar.2550;184.107.43.74;S
15:34:06.682717;190-0-175-100.gba.solunet.com.ar.2551;184.107.43.74;S
15:34:06.682733;190-0-175-100.gba.solunet.com.ar.2552;184.107.43.74;S
15:34:06.682749;190-0-175-100.gba.solunet.com.ar.2553;184.107.43.74;S
15:34:06.682765;190-0-175-100.gba.solunet.com.ar.2554;184.107.43.74;S
15:34:06.682782;190-0-175-100.gba.solunet.com.ar.2555;184.107.43.74;S
15:34:06.682798;190-0-175-100.gba.solunet.com.ar.2556;184.107.43.74;S
15:34:06.682814;190-0-175-100.gba.solunet.com.ar.2557;184.107.43.74;S
15:34:06.682832;190-0-175-100.gba.solunet.com.ar.2558;184.107.43.74;S
15:34:06.682848;190-0-175-100.gba.solunet.com.ar.2559;184.107.43.74;S
15:34:06.682865;190-0-175-100.gba.solunet.com.ar.2560;184.107.43.74;S
15:34:06.682881;190-0-175-100.gba.solunet.com.ar.2561;184.107.43.74;S
15:34:06.682898;190-0-175-100.gba.solunet.com.ar.2562;184.107.43.74;S
15:34:06.682915;190-0-175-100.gba.solunet.com.ar.2563;184.107.43.74;S
15:34:06.682931;190-0-175-100.gba.solunet.com.ar.2564;184.107.43.74;S
15:34:06.682947;190-0-175-100.gba.solunet.com.ar.2565;184.107.43.74;S
15:34:06.682964;190-0-175-100.gba.solunet.com.ar.2566;184.107.43.74;S
15:34:06.682980;190-0-175-100.gba.solunet.com.ar.2567;184.107.43.74;S
15:34:06.682997;190-0-175-100.gba.solunet.com.ar.2568;184.107.43.74;S
15:34:06.683013;190-0-175-100.gba.solunet.com.ar.2569;184.107.43.74;S
15:34:06.683038;190-0-175-100.gba.solunet.com.ar.2570;184.107.43.74;S
15:34:06.683058;190-0-175-100.gba.solunet.com.ar.2571;184.107.43.74;S
15:34:06.683077;190-0-175-100.gba.solunet.com.ar.2572;184.107.43.74;S
15:34:06.683096;190-0-175-100.gba.solunet.com.ar.2573;184.107.43.74;S
15:34:06.683115;190-0-175-100.gba.solunet.com.ar.2574;184.107.43.74;S
15:34:06.683131;190-0-175-100.gba.solunet.com.ar.2575;184.107.43.74;S
15:34:06.683148;190-0-175-100.gba.solunet.com.ar.2576;184.107.43.74;S
15:34:06.683164;190-0-175-100.gba.solunet.com.ar.2577;184.107.43.74;S
15:34:06.683181;190-0-175-100.gba.solunet.com.ar.2578;184.107.43.74;S
15:34:06.683197;190-0-175-100.gba.solunet.com.ar.2579;184.107.43.74;S
15:34:06.683214;190-0-175-100.gba.solunet.com.ar.2580;184.107.43.74;S
15:34:06.683230;190-0-175-100.gba.solunet.com.ar.2581;184.107.43.74;S
15:34:06.683246;190-0-175-100.gba.solunet.com.ar.2582;184.107.43.74;S
15:34:06.683262;190-0-175-100.gba.solunet.com.ar.mon;184.107.43.74;S
15:34:06.683279;190-0-175-100.gba.solunet.com.ar.2584;184.107.43.74;S
15:34:06.683295;190-0-175-100.gba.solunet.com.ar.2585;184.107.43.74;S
15:34:06.683311;190-0-175-100.gba.solunet.com.ar.2586;184.107.43.74;S
15:34:06.683328;190-0-175-100.gba.solunet.com.ar.2587;184.107.43.74;S
15:34:06.683344;190-0-175-100.gba.solunet.com.ar.2588;184.107.43.74;S
15:34:06.683360;190-0-175-100.gba.solunet.com.ar.2589;184.107.43.74;S
15:34:06.683376;190-0-175-100.gba.solunet.com.ar.2590;184.107.43.74;S
15:34:06.683393;190-0-175-100.gba.solunet.com.ar.2591;184.107.43.74;S
15:34:06.683409;190-0-175-100.gba.solunet.com.ar.2592;184.107.43.74;S
15:34:06.683426;190-0-175-100.gba.solunet.com.ar.2593;184.107.43.74;S
15:34:06.683442;190-0-175-100.gba.solunet.com.ar.2594;184.107.43.74;S
15:34:06.683458;190-0-175-100.gba.solunet.com.ar.2595;184.107.43.74;S
15:34:06.683475;190-0-175-100.gba.solunet.com.ar.2596;184.107.43.74;S
15:34:06.683491;190-0-175-100.gba.solunet.com.ar.2597;184.107.43.74;S
15:34:06.683507;190-0-175-100.gba.solunet.com.ar.2598;184.107.43.74;S
15:34:06.683524;190-0-175-100.gba.solunet.com.ar.2599;184.107.43.74;S
15:34:06.683540;190-0-175-100.gba.solunet.com.ar.zebrasrv;184.107.43.74;S
15:34:06.683557;190-0-175-100.gba.solunet.com.ar.zebra;184.107.43.74;S
15:34:06.683573;190-0-175-100.gba.solunet.com.ar.ripd;184.107.43.74;S
15:34:06.683589;190-0-175-100.gba.solunet.com.ar.ripngd;184.107.43.74;S
15:34:06.683606;190-0-175-100.gba.solunet.com.ar.ospfd;184.107.43.74;S
15:34:06.683622;190-0-175-100.gba.solunet.com.ar.bgpd;184.107.43.74;S
15:34:06.683638;190-0-175-100.gba.solunet.com.ar.ospf6d;184.107.43.74;S
15:34:06.683655;190-0-175-100.gba.solunet.com.ar.ospfapi;184.107.43.74;S
15:34:06.683671;190-0-175-100.gba.solunet.com.ar.isisd;184.107.43.74;S
15:34:06.683687;190-0-175-100.gba.solunet.com.ar.2609;184.107.43.74;S
15:34:06.683704;190-0-175-100.gba.solunet.com.ar.2610;184.107.43.74;S
15:34:06.683720;190-0-175-100.gba.solunet.com.ar.2611;184.107.43.74;S
15:34:06.683738;190-0-175-100.gba.solunet.com.ar.2612;184.107.43.74;S
15:34:06.683756;190-0-175-100.gba.solunet.com.ar.2613;184.107.43.74;S
15:34:06.683779;190-0-175-100.gba.solunet.com.ar.2614;184.107.43.74;S
15:34:06.683804;190-0-175-100.gba.solunet.com.ar.2615;184.107.43.74;S
15:34:06.683824;190-0-175-100.gba.solunet.com.ar.2616;184.107.43.74;S
15:34:06.683841;190-0-175-100.gba.solunet.com.ar.2617;184.107.43.74;S
15:34:06.683857;190-0-175-100.gba.solunet.com.ar.2618;184.107.43.74;S
15:34:06.683874;190-0-175-100.gba.solunet.com.ar.2619;184.107.43.74;S
15:34:06.683890;190-0-175-100.gba.solunet.com.ar.2620;184.107.43.74;S
15:34:06.683907;190-0-175-100.gba.solunet.com.ar.2621;184.107.43.74;S
15:34:06.683924;190-0-175-100.gba.solunet.com.ar.2622;184.107.43.74;S
15:34:06.683951;190-0-175-100.gba.solunet.com.ar.2623;184.107.43.74;S
15:34:06.683970;190-0-175-100.gba.solunet.com.ar.2624;184.107.43.74;S
15:34:06.683990;190-0-175-100.gba.solunet.com.ar.2625;184.107.43.74;S
15:34:06.684009;190-0-175-100.gba.solunet.com.ar.2626;184.107.43.74;S
15:34:06.684029;190-0-175-100.gba.solunet.com.ar.2627;184.107.43.74;S
15:34:06.684048;190-0-175-100.gba.solunet.com.ar.dict;184.107.43.74;S
15:34:06.684064;190-0-175-100.gba.solunet.com.ar.2629;184.107.43.74;S
15:34:06.684080;190-0-175-100.gba.solunet.com.ar.2630;184.107.43.74;S
15:34:06.684097;190-0-175-100.gba.solunet.com.ar.2631;184.107.43.74;S
15:34:06.684113;190-0-175-100.gba.solunet.com.ar.2632;184.107.43.74;S
15:34:06.684129;190-0-175-100.gba.solunet.com.ar.2633;184.107.43.74;S
15:34:06.684146;190-0-175-100.gba.solunet.com.ar.2634;184.107.43.74;S
15:34:06.684162;190-0-175-100.gba.solunet.com.ar.2635;184.107.43.74;S
15:34:06.684178;190-0-175-100.gba.solunet.com.ar.2636;184.107.43.74;S
15:34:06.684194;190-0-175-100.gba.solunet.com.ar.2637;184.107.43.74;S
15:34:06.684210;190-0-175-100.gba.solunet.com.ar.2638;184.107.43.74;S
15:34:06.684227;190-0-175-100.gba.solunet.com.ar.2639;184.107.43.74;S
15:34:06.684243;190-0-175-100.gba.solunet.com.ar.2640;184.107.43.74;S
15:34:06.684260;190-0-175-100.gba.solunet.com.ar.2641;184.107.43.74;S
15:34:06.684276;190-0-175-100.gba.solunet.com.ar.2642;184.107.43.74;S
15:34:06.684292;190-0-175-100.gba.solunet.com.ar.2643;184.107.43.74;S
15:34:06.684309;190-0-175-100.gba.solunet.com.ar.2644;184.107.43.74;S
15:34:06.684325;190-0-175-100.gba.solunet.com.ar.2645;184.107.43.74;S
15:34:06.684341;190-0-175-100.gba.solunet.com.ar.2646;184.107.43.74;S
15:34:06.684357;190-0-175-100.gba.solunet.com.ar.2647;184.107.43.74;S
15:34:06.684374;190-0-175-100.gba.solunet.com.ar.2648;184.107.43.74;S
15:34:06.684390;190-0-175-100.gba.solunet.com.ar.2649;184.107.43.74;S
15:34:06.684406;190-0-175-100.gba.solunet.com.ar.2650;184.107.43.74;S
15:34:06.684423;190-0-175-100.gba.solunet.com.ar.2651;184.107.43.74;S
15:34:06.684439;190-0-175-100.gba.solunet.com.ar.2652;184.107.43.74;S
15:34:06.684456;190-0-175-100.gba.solunet.com.ar.2653;184.107.43.74;S
15:34:06.684472;190-0-175-100.gba.solunet.com.ar.2654;184.107.43.74;S
15:34:06.684488;190-0-175-100.gba.solunet.com.ar.2655;184.107.43.74;S
15:34:06.684504;190-0-175-100.gba.solunet.com.ar.2656;184.107.43.74;S
15:34:06.684521;190-0-175-100.gba.solunet.com.ar.2657;184.107.43.74;S
15:34:06.684537;190-0-175-100.gba.solunet.com.ar.2658;184.107.43.74;S
15:34:06.684554;190-0-175-100.gba.solunet.com.ar.2659;184.107.43.74;S
15:34:06.684570;190-0-175-100.gba.solunet.com.ar.2660;184.107.43.74;S
15:34:06.684586;190-0-175-100.gba.solunet.com.ar.2661;184.107.43.74;S
15:34:06.684603;190-0-175-100.gba.solunet.com.ar.2662;184.107.43.74;S
15:34:06.684619;190-0-175-100.gba.solunet.com.ar.2663;184.107.43.74;S
15:34:06.684635;190-0-175-100.gba.solunet.com.ar.2664;184.107.43.74;S
15:34:06.684651;190-0-175-100.gba.solunet.com.ar.2665;184.107.43.74;S
15:34:06.684668;190-0-175-100.gba.solunet.com.ar.2666;184.107.43.74;S
15:34:06.684685;190-0-175-100.gba.solunet.com.ar.2667;184.107.43.74;S
15:34:06.684702;190-0-175-100.gba.solunet.com.ar.2668;184.107.43.74;S
15:34:06.684730;190-0-175-100.gba.solunet.com.ar.2669;184.107.43.74;S
15:34:06.684748;190-0-175-100.gba.solunet.com.ar.2670;184.107.43.74;S
15:34:06.684765;190-0-175-100.gba.solunet.com.ar.2671;184.107.43.74;S
15:34:06.684781;190-0-175-100.gba.solunet.com.ar.2672;184.107.43.74;S
15:34:06.684798;190-0-175-100.gba.solunet.com.ar.2673;184.107.43.74;S
15:34:06.684814;190-0-175-100.gba.solunet.com.ar.2674;184.107.43.74;S
15:34:06.684830;190-0-175-100.gba.solunet.com.ar.2675;184.107.43.74;S
15:34:06.684859;190-0-175-100.gba.solunet.com.ar.2676;184.107.43.74;S
15:34:06.684878;190-0-175-100.gba.solunet.com.ar.2677;184.107.43.74;S
15:34:06.684897;190-0-175-100.gba.solunet.com.ar.2678;184.107.43.74;S
15:34:06.684917;190-0-175-100.gba.solunet.com.ar.2679;184.107.43.74;S
15:34:06.684936;190-0-175-100.gba.solunet.com.ar.2680;184.107.43.74;S
15:34:06.684955;190-0-175-100.gba.solunet.com.ar.2681;184.107.43.74;S
15:34:06.684974;190-0-175-100.gba.solunet.com.ar.2682;184.107.43.74;S
15:34:06.684990;190-0-175-100.gba.solunet.com.ar.2683;184.107.43.74;S
15:34:06.685007;190-0-175-100.gba.solunet.com.ar.2684;184.107.43.74;S
15:34:06.685023;190-0-175-100.gba.solunet.com.ar.2685;184.107.43.74;S
15:34:06.685039;190-0-175-100.gba.solunet.com.ar.2686;184.107.43.74;S
15:34:06.685056;190-0-175-100.gba.solunet.com.ar.2687;184.107.43.74;S
15:34:06.685072;190-0-175-100.gba.solunet.com.ar.2688;184.107.43.74;S
15:34:06.685088;190-0-175-100.gba.solunet.com.ar.2689;184.107.43.74;S
15:34:06.685104;190-0-175-100.gba.solunet.com.ar.2690;184.107.43.74;S
15:34:06.685121;190-0-175-100.gba.solunet.com.ar.2691;184.107.43.74;S
15:34:06.685137;190-0-175-100.gba.solunet.com.ar.2692;184.107.43.74;S
15:34:06.685153;190-0-175-100.gba.solunet.com.ar.2693;184.107.43.74;S
15:34:06.685170;190-0-175-100.gba.solunet.com.ar.2694;184.107.43.74;S
15:34:06.685186;190-0-175-100.gba.solunet.com.ar.2695;184.107.43.74;S
15:34:06.685202;190-0-175-100.gba.solunet.com.ar.2696;184.107.43.74;S
15:34:06.685218;190-0-175-100.gba.solunet.com.ar.2697;184.107.43.74;S
15:34:06.685235;190-0-175-100.gba.solunet.com.ar.2698;184.107.43.74;S
15:34:06.685251;190-0-175-100.gba.solunet.com.ar.2699;184.107.43.74;S
15:34:06.685267;190-0-175-100.gba.solunet.com.ar.2700;184.107.43.74;S
15:34:06.685285;190-0-175-100.gba.solunet.com.ar.2701;184.107.43.74;S
15:34:06.685301;190-0-175-100.gba.solunet.com.ar.2702;184.107.43.74;S
15:34:06.685318;190-0-175-100.gba.solunet.com.ar.2703;184.107.43.74;S
15:34:06.685335;190-0-175-100.gba.solunet.com.ar.2704;184.107.43.74;S
15:34:06.685352;190-0-175-100.gba.solunet.com.ar.2705;184.107.43.74;S
15:34:06.685369;190-0-175-100.gba.solunet.com.ar.2706;184.107.43.74;S
15:34:06.685385;190-0-175-100.gba.solunet.com.ar.2707;184.107.43.74;S
15:34:06.685402;190-0-175-100.gba.solunet.com.ar.2708;184.107.43.74;S
15:34:06.685418;190-0-175-100.gba.solunet.com.ar.2709;184.107.43.74;S
15:34:06.685434;190-0-175-100.gba.solunet.com.ar.2710;184.107.43.74;S
15:34:06.685450;190-0-175-100.gba.solunet.com.ar.2711;184.107.43.74;S
15:34:06.685467;190-0-175-100.gba.solunet.com.ar.2712;184.107.43.74;S
15:34:06.685483;190-0-175-100.gba.solunet.com.ar.2713;184.107.43.74;S
15:34:06.685499;190-0-175-100.gba.solunet.com.ar.2714;184.107.43.74;S
15:34:06.685515;190-0-175-100.gba.solunet.com.ar.2715;184.107.43.74;S
15:34:06.685532;190-0-175-100.gba.solunet.com.ar.2716;184.107.43.74;S
15:34:06.685548;190-0-175-100.gba.solunet.com.ar.2717;184.107.43.74;S
15:34:06.685564;190-0-175-100.gba.solunet.com.ar.2718;184.107.43.74;S
15:34:06.685580;190-0-175-100.gba.solunet.com.ar.2719;184.107.43.74;S
15:34:06.685597;190-0-175-100.gba.solunet.com.ar.2720;184.107.43.74;S
15:34:06.685614;190-0-175-100.gba.solunet.com.ar.2721;184.107.43.74;S
15:34:06.685630;190-0-175-100.gba.solunet.com.ar.2722;184.107.43.74;S
15:34:06.685647;190-0-175-100.gba.solunet.com.ar.2723;184.107.43.74;S
15:34:06.685663;190-0-175-100.gba.solunet.com.ar.2724;184.107.43.74;S
15:34:06.685679;190-0-175-100.gba.solunet.com.ar.2725;184.107.43.74;S
15:34:06.685696;190-0-175-100.gba.solunet.com.ar.2726;184.107.43.74;S
15:34:06.685712;190-0-175-100.gba.solunet.com.ar.2727;184.107.43.74;S
15:34:06.685728;190-0-175-100.gba.solunet.com.ar.2728;184.107.43.74;S
15:34:06.685753;190-0-175-100.gba.solunet.com.ar.2729;184.107.43.74;S
15:34:06.685773;190-0-175-100.gba.solunet.com.ar.2730;184.107.43.74;S
15:34:06.685793;190-0-175-100.gba.solunet.com.ar.2731;184.107.43.74;S
15:34:06.685812;190-0-175-100.gba.solunet.com.ar.2732;184.107.43.74;S
15:34:06.685831;190-0-175-100.gba.solunet.com.ar.2733;184.107.43.74;S
15:34:06.685850;190-0-175-100.gba.solunet.com.ar.2734;184.107.43.74;S
15:34:06.685869;190-0-175-100.gba.solunet.com.ar.2735;184.107.43.74;S
15:34:06.685888;190-0-175-100.gba.solunet.com.ar.2736;184.107.43.74;S
15:34:06.685904;190-0-175-100.gba.solunet.com.ar.2737;184.107.43.74;S
15:34:06.685920;190-0-175-100.gba.solunet.com.ar.2738;184.107.43.74;S
15:34:06.685936;190-0-175-100.gba.solunet.com.ar.2739;184.107.43.74;S
15:34:06.685953;190-0-175-100.gba.solunet.com.ar.2740;184.107.43.74;S
15:34:06.685969;190-0-175-100.gba.solunet.com.ar.2741;184.107.43.74;S
15:34:06.685985;190-0-175-100.gba.solunet.com.ar.2742;184.107.43.74;S
15:34:06.686001;190-0-175-100.gba.solunet.com.ar.2743;184.107.43.74;S
15:34:06.686017;190-0-175-100.gba.solunet.com.ar.2744;184.107.43.74;S
15:34:06.686033;190-0-175-100.gba.solunet.com.ar.2745;184.107.43.74;S
15:34:06.686049;190-0-175-100.gba.solunet.com.ar.2746;184.107.43.74;S
15:34:06.686065;190-0-175-100.gba.solunet.com.ar.2747;184.107.43.74;S
15:34:06.686081;190-0-175-100.gba.solunet.com.ar.2748;184.107.43.74;S
15:34:06.686097;190-0-175-100.gba.solunet.com.ar.2749;184.107.43.74;S
15:34:06.686113;190-0-175-100.gba.solunet.com.ar.2750;184.107.43.74;S
15:34:06.686129;190-0-175-100.gba.solunet.com.ar.2751;184.107.43.74;S
15:34:06.686146;190-0-175-100.gba.solunet.com.ar.2752;184.107.43.74;S
15:34:06.686162;190-0-175-100.gba.solunet.com.ar.2753;184.107.43.74;S
15:34:06.686178;190-0-175-100.gba.solunet.com.ar.2754;184.107.43.74;S
15:34:06.686194;190-0-175-100.gba.solunet.com.ar.2755;184.107.43.74;S
15:34:06.686210;190-0-175-100.gba.solunet.com.ar.2756;184.107.43.74;S
15:34:06.686226;190-0-175-100.gba.solunet.com.ar.2757;184.107.43.74;S
15:34:06.686243;190-0-175-100.gba.solunet.com.ar.2758;184.107.43.74;S
15:34:06.686258;190-0-175-100.gba.solunet.com.ar.2759;184.107.43.74;S
15:34:06.686275;190-0-175-100.gba.solunet.com.ar.2760;184.107.43.74;S
15:34:06.686291;190-0-175-100.gba.solunet.com.ar.2761;184.107.43.74;S
15:34:06.686307;190-0-175-100.gba.solunet.com.ar.2762;184.107.43.74;S
15:34:06.686323;190-0-175-100.gba.solunet.com.ar.2763;184.107.43.74;S
15:34:06.686339;190-0-175-100.gba.solunet.com.ar.2764;184.107.43.74;S
15:34:06.686355;190-0-175-100.gba.solunet.com.ar.2765;184.107.43.74;S
15:34:06.686372;190-0-175-100.gba.solunet.com.ar.2766;184.107.43.74;S
15:34:06.686388;190-0-175-100.gba.solunet.com.ar.2767;184.107.43.74;S
15:34:06.686404;190-0-175-100.gba.solunet.com.ar.2768;184.107.43.74;S
15:34:06.686420;190-0-175-100.gba.solunet.com.ar.2769;184.107.43.74;S
15:34:06.686436;190-0-175-100.gba.solunet.com.ar.2770;184.107.43.74;S
15:34:06.686452;190-0-175-100.gba.solunet.com.ar.2771;184.107.43.74;S
15:34:06.686468;190-0-175-100.gba.solunet.com.ar.2772;184.107.43.74;S
15:34:06.686485;190-0-175-100.gba.solunet.com.ar.2773;184.107.43.74;S
15:34:06.686501;190-0-175-100.gba.solunet.com.ar.2774;184.107.43.74;S
15:34:06.686517;190-0-175-100.gba.solunet.com.ar.2775;184.107.43.74;S
15:34:06.686534;190-0-175-100.gba.solunet.com.ar.2776;184.107.43.74;S
15:34:06.686550;190-0-175-100.gba.solunet.com.ar.2777;184.107.43.74;S
15:34:06.686566;190-0-175-100.gba.solunet.com.ar.2778;184.107.43.74;S
15:34:06.686582;190-0-175-100.gba.solunet.com.ar.2779;184.107.43.74;S
15:34:06.686599;190-0-175-100.gba.solunet.com.ar.2780;184.107.43.74;S
15:34:06.686615;190-0-175-100.gba.solunet.com.ar.2781;184.107.43.74;S
15:34:06.686640;190-0-175-100.gba.solunet.com.ar.2782;184.107.43.74;S
15:34:06.686659;190-0-175-100.gba.solunet.com.ar.2783;184.107.43.74;S
